Domain,Authors,Year,Title,Venue,VenueType,Citation,ResearchQuestion,SpaceTask,DependentMeasurePrimary,Scale,FoR,FoR_In_Task,PerformanceIfRestrictedFoR,Discussion_Notes,CoderName,PublishingLanguage,StudyNumber,TaskID,Country,SpecificLocation,LocationNotes,UrbanRural,UrbanRuralCertainty,Language,LanguageNotes,WALSCode,ISOCode,GlottologCode,CulturalGroup,CulturalGroupNotes,OverallNotes,PrivateNotes,GroupSampleSize,StudySampleSize,RepeatedParticipantsWithinStudy,FunRating
Space,"Adamou, Shen",2017,Beyond language shift: spatial cognition among the Ixcatecs in Mexico,Journal of Cognition and Culture,Journal,"Adamou, E., & Shen, X. R. (2017). Beyond language shift: spatial cognition among the Ixcatecs in Mexico. Journal of Cognition and Culture, 17(1-2), 94-115.",Which FoRs are preferred by monolingual spanish speaker in Santa María Ixcatlán?,"Participants arranged 3 items as they remember after turning 180 degrees (version of ""Animals in a Row"" task.) The objects are placed on the ground. ",ObjectPlacement,small,both,ego/allo,,"No significant difference between the egocentric and geocentric FoRs. However, significant influence of location on FoR preference: egocentric preferred indoors and geocentric preferred outdoors. ",Ortega,English,2,,Mexico,"Santa María Ixcatlán, Oaxaca, Mexico",,rural,3,Spanish,,spa,,,monolingual spanish speaking Ixcatecs adults,"19 under 30yrs old, 12 aged 31-60, and 6 over 61yrs old. 17 men & 20 women. 23 participants attended at most primary school and 13 completed secondary education.",,,37,37,37,
Space,"Adamou, Shen",2017,Beyond language shift: spatial cognition among the Ixcatecs in Mexico,Journal of Cognition and Culture,Journal,"Adamou, E., & Shen, X. R. (2017). Beyond language shift: spatial cognition among the Ixcatecs in Mexico. Journal of Cognition and Culture, 17(1-2), 94-115.",Which FoRs are preferred by monolingual spanish speaker in Santa María Ixcatlán?,"Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.) The objects are on a school desk.",ObjectPlacement,small,allo,ego/allo,,"83% used the geocentric FoR, 10% used the egocentric FoR. ",Ortega,English,3,,Mexico,"Santa María Ixcatlán, Oaxaca, Mexico",,rural,3,Spanish,,spa,,,monolingual spanish speaking Ixcatecs children,"aged 10-11yrs old, 3 boys & 13 girls",,,16,16,0,
Space,Báez,2011,Spatial frames of reference preferences in Juchitán Zapotec,Language Sciences,Journal,"Báez, G. P. (2011). Spatial frames of reference preferences in Juchitán Zapotec. Language Sciences, 33(6), 943-960.",What spatial FoRs are preferred by speakers of Juchiteco Zapotec?,"In pairs, one participant described the spatial relationships of a ball and chair in a photo in order for their partner to match their images (ball & chair task.)",LanguageProductionSpoken,small,allo,ego/allo,,"Participants preferred the absolute, object-centered, vertical, and topological FoRs",Star-Lack,English,1,,Mexico,"La Ventosa, Juchitán de Zaragoza, Oaxaca, Mexico",,urbans,3,Juchiteco Zapotec,,zai,,,adult bilingual natives,"9 female, 3 male. 2 illiterate. varying education levels. all bilingual (spanish.)",,,12,12,0,
Space,Báez,2011,Spatial frames of reference preferences in Juchitán Zapotec,Language Sciences,Journal,"Báez, G. P. (2011). Spatial frames of reference preferences in Juchitán Zapotec. Language Sciences, 33(6), 943-960.",What spatial FoRs are preferred by speakers of Juchiteco Zapotec?,"Participants arranged figurines as they remember after turning 180 degrees (""New Animals"" task modeled after ""Animals in a Row"" task.) ",ObjectPlacement,small,allo,ego/allo,,,Star-Lack,English,2,,Mexico,"La Ventosa, Juchitán de Zaragoza, Oaxaca, Mexico",,urbans,3,Juchiteco Zapotec,,zai,,,adult bilingual natives,"9 female aged 18-39, 10 male aged 18-49. at least 17 bilingual (spanish.) all received some schooling with varying levels of education. ",,,19,19,0,
Space,"Beller, Bender",2017,"How relative is the relative frame of reference? Front and back in Norwegian, Farsi, German, and Japanese",Proceedings of the 39th Annual Conference of the Cognitive Science Society,Conference Proceedings,"Beller, S. & Bender, A. (2017). How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese. In G. Gunzelmann, A. Howes, T. Tenbrink, & E. J. Davelaar (Eds.), Proceedings of the 39th Annual Conference of the Cognitive Science Society (118-123). Cognitive Science Society.",Does language impact which variation of the relative FoR for the frontal and dorsal perspectievs are preferred,Participants asked to describe the relationship between two objects,ForcedChoiceDescription,small,ego,ego/allo,,Reflection variant for frontal perspective not ubiquitous but rotation variant common for dorsal perspective,Robbins,English,1,,Norway,University of Bergen,,urbanl,3,Norwegian,,nor,,,students,"7 male, 64 female",,,64,194,0,
Space,"Beller, Bender",2017,"How relative is the relative frame of reference? Front and back in Norwegian, Farsi, German, and Japanese",Proceedings of the 39th Annual Conference of the Cognitive Science Society,Conference Proceedings,"Beller, S. & Bender, A. (2017). How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese. In G. Gunzelmann, A. Howes, T. Tenbrink, & E. J. Davelaar (Eds.), Proceedings of the 39th Annual Conference of the Cognitive Science Society (118-123). Cognitive Science Society.",Does language impact which variation of the relative FoR for the frontal and dorsal perspectievs are preferred,Participants asked to describe the relationship between two objects,ForcedChoiceDescription,small,ego,ego/allo,,Reflection variant for frontal perspective not ubiquitous but rotation variant common for dorsal perspective,Robbins,English,1,,Iran,"Universities of Tehran, Shiraz, and Ghazwin",,urbanl,3,Farsi,,prs,,,students and non-students,"42 malw, 88 female",,,130,194,0,
Space,"Beller, Bender",2017,"How relative is the relative frame of reference? Front and back in Norwegian, Farsi, German, and Japanese",Proceedings of the 39th Annual Conference of the Cognitive Science Society,Conference Proceedings,"Beller, S. & Bender, A. (2017). How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese. In G. Gunzelmann, A. Howes, T. Tenbrink, & E. J. Davelaar (Eds.), Proceedings of the 39th Annual Conference of the Cognitive Science Society (118-123). Cognitive Science Society.",Does language impact which variation of the relative FoR for the frontal and dorsal perspectievs are preferred,Participants asked to describe the relationship between two objects,ForcedChoiceDescription,small,ego,ego/allo,,Further supports study 1 results: Reflection variant for frontal perspective not ubiquitous but rotation variant common for dorsal perspective,Robbins,English,2,,Germany,web,,urbans,3,German,,ger,,,students and non-students,"35 male, 105 female",,,140,249,0,
Space,"Beller, Bender",2017,"How relative is the relative frame of reference? Front and back in Norwegian, Farsi, German, and Japanese",Proceedings of the 39th Annual Conference of the Cognitive Science Society,Conference Proceedings,"Beller, S. & Bender, A. (2017). How Relative is the Relative Frame of Reference? Front and back in Norwegian, Farsi, German, and Japanese. In G. Gunzelmann, A. Howes, T. Tenbrink, & E. J. Davelaar (Eds.), Proceedings of the 39th Annual Conference of the Cognitive Science Society (118-123). Cognitive Science Society.",Does language impact which variation of the relative FoR for the frontal and dorsal perspectievs are preferred,Participants asked to describe the relationship between two objects,ForcedChoiceDescription,small,ego,ego/allo,,Further supports study 1 results: Reflection variant for frontal perspective not ubiquitous but rotation variant common for dorsal perspective,Robbins,English,2,,Japan,web,,urbans,3,Japanese,,jpn,,,students and non-students,"45 male, 64 female",,,109,249,0,
Space,"Beller, Singmann, Hüther, Bender",2015,Turn around to have a look? Spatial referencing in dorsal vs. frontal settings in cross-linguistic comparison,Frontiers in Psychology,Journal,"Beller, S., Singmann, H., Hüther, L., & Bender, A. (2015). Turn around to have a look? Spatial referencing in dorsal vs. frontal settings in cross-linguistic comparison. Frontiers in Psychology, 6, 1283.","Which FoRs are prefered by speakers of different languages (German, US-English, Mandarin Chinese, and Tongan) for the variants of the relative FoR in frontal and dorsal settings?","Participants were asked to take the perspective of a depicted observer and to describe, from this perspective, object arrays in front of this person (frontal condition) or in back of this person (dorsal condition).",LanguageProductionSpoken,small,ego,ego/allo,,"in the frontal condition, the data suggest a preference for reflection. In the dorsal condition, turn-rotation dominated in all four languages",Ortega,English,1,,Germany,"Freiburg im Breisgau, Germany",,urbanl,3,German,,ger,,,German adults,"101 females, 36 males. Mostly students from Freiburg University (mean age 24.9 years; SD = 7.0; range: 18–58 years), 69 in the frontal and 68 in the dorsal condition.","All configurations were presented as two-dimensional (2D) sketches from a bird’s eye view and, thus, clearly differ from real world spatial situations.",,137,137,0,
Space,"Beller, Singmann, Hüther, Bender",2015,Turn around to have a look? Spatial referencing in dorsal vs. frontal settings in cross-linguistic comparison,Frontiers in Psychology,Journal,"Beller, S., Singmann, H., Hüther, L., & Bender, A. (2015). Turn around to have a look? Spatial referencing in dorsal vs. frontal settings in cross-linguistic comparison. Frontiers in Psychology, 6, 1283.","Which FoRs are prefered by speakers of different languages (German, US-English, Mandarin Chinese, and Tongan) for the variants of the relative FoR in frontal and dorsal settings?","Participants were asked to take the perspective of a depicted observer and to describe, from this perspective, object arrays in front of this person (frontal condition) or in back of this person (dorsal condition).",LanguageProductionSpoken,small,ego,ego/allo,,"in the frontal condition, the data suggest a preference for reflection. In the dorsal condition, turn-rotation dominated in all four languages",Ortega,English,1,,United States,"Pennsylvania, United States",,urbanl,3,US-English,,eng,,,American adults,"88 females, 49 males. Mostly students from the Pennsylvania State University (mean age 21.1 years; SD = 4.3; range: 18–54 years), 67 in the frontal and 70 in the dorsal condition.","All configurations were presented as two-dimensional (2D) sketches from a bird’s eye view and, thus, clearly differ from real world spatial situations.",,137,137,0,
